salary_id,employer_name,location_name,location_state,location_country,location_latitude,location_longitude,job_title,job_title_category,job_title_rank,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus,stock_value_bonus,comments,submitted_at
1709,esi,nj,,,,,sr. software engineer,Software,Senior,11,2,112000,0,10000,0,,3/21/16 15:47
1710,adobe,san francisco,,,,,quality engineer,Engineering,,3,0.5,111360,,,420,,3/21/16 15:47
1711,research non-profit,"boulder, co",CO,US,40.02,-105.25,software engineer,Software,,20,20,102000,0,0,0,,3/21/16 15:47
1712,american family insurance,"madison, wi",WI,US,43.1,-89.5,data scientist,Data,,2,2,120000,12000,6500,0,,3/21/16 15:47
1716,amazon,san francisco,,,,,sde2,Software,2,3,3,126000,25000,,60000,,3/21/16 15:48
1717,rvm,new york,NY,US,38,-97,engineer,Engineering,,6,4,75000,0,2500,0,,3/21/16 15:48
1718,small co,sf,,,,,lead,Other,,9,6,236000,0,10000,0,,3/21/16 15:48
1720,gov't contractor,virginia-washington area,VA,US,38,-97,software engineer,Software,,5,1,125000,,5000,5000,,3/21/16 15:49
1721,old unicorn,seattle,,,,,sr. staff engineer,Engineering,Senior,20,2,190000,0,72000,,,3/21/16 15:49
1722,fidelity,ireland,,IE,53,-8,senior software engineer,Software,Senior,3,3,45000,1500,5000,0,,3/21/16 15:49
1726,salesforce,seattle,,,,,software engineer,Software,,0,1,81000,123000,8100,,,3/21/16 15:50
1728,halo neuroscience,san francisco,,,,,engineer,Engineering,,2,2,82000,0,0,50,,3/21/16 15:51
1729,consumer tech company,palo alto,,,,,full stack engineer,Web,,1.5,1.5,100000,0,0,5000,,3/21/16 15:52
1730,oracle,"redwood city, ca",CA,US,37.46,-122.24,senior applications engineer,Engineering,Senior,6,0.5,134000,12500,0,0,,3/21/16 15:52
1733,general motors,"chandler, az",AZ,US,33.32,-111.87,software developer,Software,,1.5,1.5,61000,0,4,0,,3/21/16 15:53
1734,tinal,moscow,,,,,it,Other,,10,6,39500,0,20,0,,3/21/16 15:53
1736,moz,seattle,,,,,marketing manager,Management,,,,135000,0,0,,,3/21/16 15:53
1737,microsoft,seattle,,,,,program manager,Management,,0.5,0.5,105000,50000,,,,3/21/16 15:54
1738,the gay nigger assocation of america,"tarzana, ca",CA,US,34.2,-118.54,hnic,Other,,15,15,250000,30000,90000,100000,,3/21/16 15:54
1739,zillow group,"irvine, ca",CA,US,33.74,-117.76,software developer,Software,,4,1,105000,2000,,1227 RSUs,,3/21/16 15:54
1740,rightscale,santa barbara,,,,,product manager,Management,,3,1,95000,0,0,0,,3/21/16 15:54
1741,usa company,spain,,ES,40,-4,software engineer,Software,,7,2,130000,0,0,0,,3/21/16 15:54
1742,financial,san francisco,,,,,software developer,Software,,10,2,170000,0,145000,,,3/21/16 15:55
1746,trendco,california,CA,US,38,-97,swe,Software,,3,3,150,100,20,0,,3/21/16 15:56
1747,docker ecosystem company,san francisco,,,,,developer evangelist,Software,,3,1,130000,0,0,0,,3/21/16 15:57
1751,autodesk canada,"toronto, canada",,CA,60,-95,software developer,Software,,8,4,100000,5000,11000,6500,,3/21/16 15:58
1754,startup,redwood city,,,,,software engineer / data scientist,Data,,2,1,105000,0,0,180,,3/21/16 16:00
1755,optum rx,chicago,,,,,solutions architect,Other,,15,2,130000,0,0,15000,,3/21/16 16:00
1757,cisco,san jose,,,,,software engineer,Software,,4,2,103000,5000,5000,0,,3/21/16 16:00
1758,omnicom,san francisco,,,,,senior engineer,Engineering,Senior,10,1,175000,0,15000,0,,3/21/16 16:01
1759,biotech,"oxford, uk",,,,,software engineer,Software,,5,1,61146,0,6114.6,,"Great working environment, really happy.",3/21/16 16:01
1761,bank of america,london,,,,,avp,Other,,,,58000,,3000,,,3/21/16 16:01
1762,practice fusion,sf,,,,,software engineer,Software,,10,8,115000,0,0,50000,,3/21/16 16:01
1765,bigco,san francisco,,,,,analyst,Data,,8,4,120000,5000,10000,0,,3/21/16 16:03
1768,norwegian tax authority,norway,,NO,62,10,senior systems engineer,Engineering,Senior,17,4,71000,0,0,0,,3/21/16 16:04
1769,jaguar land rover,warwickshire,,,,,electronic engineer,Engineering,,0,1,44508.6,2844,284.4,Â£0,Salary in GBP,3/21/16 16:04
1770,atlassian,san francisco,,,,,principal product manager,Management,,12,8,195000,0,30000,20000,,3/21/16 16:04
1771,news org,uk,,,,,senior developer,Software,Senior,13,2,93000,0,3000,0,,3/21/16 16:05
1774,altschool,san francisco,,,,,full stack engineer,Web,,2.5,1.5,105000,0,13000,30000,,3/21/16 16:05
1777,microsoft,"redmond, washington",WA,US,47.68,-122.12,software engineer,Software,,1.5,1.5,114500,5000,12000,12500,"50000 stock vested over 3.5 years at signing. 5000 signing cash, 5000 relocation cash (I moved myself). Got about 5000 in stock vesting over like 7 years this past year.",3/21/16 16:05
1779,evernote,redwood city,,,,,software engineer,Software,,3,1,105000,0,0,1000,,3/21/16 16:06
1780,state street,"princeton, nj",NJ,US,40.35,-74.65,valuations officer / software dev,Software,,11,1,94000,0,1,0,,3/21/16 16:07
1781,amazon,seattle,,,,,sde1,Software,1,0,0,95000,27000,,"50,000",,3/21/16 16:07
1786,unity technologies,"copenhagen, denmark",,DK,56,10,software developer,Software,,9,1,74000,0,0,,,3/21/16 16:08
1788,carfax,columbia mo,MO,US,38,-97,software developer,Software,,3,1,70000,0,7000,0,,3/21/16 16:08
1789,self,belgrade,,,,,software engineer,Software,,9,3,40000,0,0,0,,3/21/16 16:08
1791,tune,"seattle, wa",WA,US,47.61,-122.33,software engineer 3,Software,3,6,2,120000,0,1000,1000,,3/21/16 16:08
1792,self,london,,,,,dev,Other,,15,5,170640,0,0,0,UK C# Contractor,3/21/16 16:10
1794,wayfair,boston,,,,,lead software engineer,Software,,3,3,110000,0,10000,10000,,3/21/16 16:10
1796,palantir,nyc,,,,,forward deployed engineer,Engineering,,5,2,150000,20000,15000,25000,stock value = options/year * (FMV-strike),3/21/16 16:10
1800,wells fargo,san francisco,,,,,lead ux designer,Other,,10,2,125000,7000,15,,,3/21/16 16:12
1801,vmware,palo alto,,,,,member of technical staff iii,Other,3,,2.3,127000,5000,14000,,,3/21/16 16:12
1803,kymeta,redmond,,,,,software engineer,Software,,,,120000,,,,,3/21/16 16:13
1805,public,spain,,ES,40,-4,programmer,Other,,,,23000,,,,,3/21/16 16:13
1809,ibm,austin,,,,,software developer,Software,,3,3,74000,10000,500,,,3/21/16 16:15
1811,accenture,san francisco,,,,,technology consultant,Other,,2,2,105000,10000,,,,3/21/16 16:15
1814,interana,"redwood city, ca",CA,US,37.46,-122.24,site reliability engineer,Engineering,,5,0.5,140000,0,,,,3/21/16 16:16
1816,ibm,"uk, outside london",,,,,software develoepr,Software,,2,2,30000,0,300,0,"Pay is quite shit, but work/life balance and flexibility is amazing.",3/21/16 16:16
1817,demonware,vancouver,,,,,site reliability engineer,Engineering,,8,1,112000,10000,12000,0,,3/21/16 16:18
1819,mercury group of companies,"melbourne, australia",,AU,-27,133,senior .net developer,Software,Senior,16,2,105000,,,,,3/21/16 16:19
1821,edu-tech,uk,,,,,engineer,Engineering,,4,2,42660,,,Meh,,3/21/16 16:19
1823,joyent,san francisco,,,,,software engineer,Software,,10,4,70000,0,0,0,,3/21/16 16:19
1826,twitter,not sf,,,,,sr enginner,Other,Senior,13,1,155000,,,100000,"Stock value was at time of offer, not now. :-(",3/21/16 16:20
1827,microsoft,seattle,,,,,software engineer,Software,,5,2,108000,50000,,5000,,3/21/16 16:20
1830,sfr,"lyon, france",,FR,46,2,network engineer,Engineering,,3,2,40000,,5500,,,3/21/16 16:22
1831,bw,"vancouver, bc",BC,CA,60,-95,web developer,Web,,3,1,60000,0,300,0,,3/21/16 16:22
1832,liberty mutual,new hampshire,NH,US,38,-97,developer intern,Software,Intern,3,1.5,48000,0,0,0,,3/21/16 16:22
1834,nokia,"ottawa, canada",,CA,60,-95,software designer,Software,,4,1,56000,0,0,0,,3/21/16 16:23
1837,google,"mountain view, ca",CA,US,37.41,-122.05,software engineer,Software,,6,1,130000,0,20000,180000,,3/21/16 16:24
1838,emc,santa clara,,,,,full stack web developer,Web,,20,1,182000,0,30000,62000,,3/21/16 16:25
1841,synopsys,"mountain view, california",CA,US,37.41,-122.05,software engineer,Software,,1,1,97000,,10000,,,3/21/16 16:25
1848,linkedin,mountain view,,,,,senior software engineer,Software,Senior,7,1,165000,40000,16500,100000,,3/21/16 16:28
1853,ibm,canada,,CA,60,-95,software engineer,Software,,4,4,75000,,4000,2000,,3/21/16 16:29
1854,ibm,"austin, tx",TX,US,30.26,-97.74,software engineer,Software,,2,2,82000,3000,2000,0,,3/21/16 16:29
1855,airbnb,san francisco,,,,,software engineer,Software,,10,4,185000,0,0,"50,000",,3/21/16 16:30
1856,intuit,san diego,,,,,sde co-op,Software,,0,0,81120,7500,,,,3/21/16 16:30
1857,dell,remote,,,,,senior developer,Software,Senior,17,3,130000,0,11000,0,,3/21/16 16:31
1858,j p morgan,"bournemouth, uk",,,,,software engineer,Software,,1,1,48348,7110,2844,0,,3/21/16 16:31
1859,disney interactive,"glendale, ca",CA,US,34.17,-118.29,software engineer,Software,,4,3,88000,0,25000,0,"All mid-level engineers and below are hourly so my base is $42 an hour which is 88k/yr, but with overtime I made over 115k.",3/21/16 16:31
1861,local government,san diego,,,,,senior it engineer,Engineering,Senior,11,9,109000,,,,,3/21/16 16:32
1862,ford,michigan,MI,US,38,-97,mobile software engineer,Software,,4,3,82500,6000,6500,0,,3/21/16 16:33
1863,well funded non-profit,"washington, dc",WA,US,38,-97,senior software engineer,Software,Senior,11,4,146000,,2600,,,3/21/16 16:33
1864,microsoft,"redmond, wa",WA,US,47.68,-122.12,program manager,Management,,20,10,185000,185000,40000,"50,000",,3/21/16 16:35
1865,liaison technologies,"atlanta, ga",GA,US,33.64,-84.39,software engineer,Software,,3,1,90000,,,none,,3/21/16 16:35
1866,groupon,chicago,,,,,software engineer 2,Software,2,10,2,105000,10000,2000,10000,get paid to watch tv,3/21/16 16:35
1867,etsy,new york city,NY,US,38,-97,senior software engineer,Software,Senior,4.5,3.5,135,0,0,3718,,3/21/16 16:35
1871,livefyre,san francisco,,,,,senior software engineer,Software,Senior,6,1.5,145000,0,0,0,,3/21/16 16:37
1873,small consulting firm,"houston, tx",TX,US,29.76,-95.38,web developer,Web,,3,1,56000,0,0,0,"Pretty strict 40 hours a week. Work is much more interesting than a lot of places, and I get a lot of say in tech stack. I am one of only 3 developers total. ",3/21/16 16:38
1876,undisclosed startup (75 people),"austin, tx",TX,US,30.26,-97.74,senior full stack engineer,Engineering,Senior,20,0,130000,0,0,0,,3/21/16 16:39
1877,ericsson,"san jose, ca",CA,US,37.38,-121.89,system engineer - iv,Engineering,4,9,7,141000,0,14000,0,,3/21/16 16:39
1879,ibm,germany,,DE,51,9,it architect mobile solutions,Other,,2,2,51000,0,2000,0,,3/21/16 16:40
1880,google,san francisco,,,,,software engineer,Software,,4,4,130500,,25000,"100,000",,3/21/16 16:40
1883,abc.xyz,seattle,,,,,architect,Other,,25,3,130000,20000,0,0,,3/21/16 16:42
1884,varagesale,"toronto, on",ON,CA,60,-95,senior software developer,Software,Senior,8,0.25,120000,0,0,0,,3/21/16 16:42
1885,ibm canada,toronto,,,,,band 7 software engineer,Software,,1.5,1.5,68940,10000,1500,0,,3/21/16 16:42
1887,google,new york,NY,US,38,-97,web developer,Web,,3,7,103000,0,15000,2000,,3/21/16 16:43
1888,general dynamics mission systems,"pittsburgh, pa",PA,US,40.35,-79.9,software engineer,Software,,20,7,140000,0,0,0,,3/21/16 16:44
1889,amazon,"seattle, washington",WA,US,47.61,-122.33,software developer engineer ii,Software,2,15,2,130000,40000,0,"15,000",,3/21/16 16:44
1891,contractor,"london, uk",,,,,software developer,Software,,3,1,184860,,,,"As a contractor my pay varies, but I'm typically paid Â£500-600 a day",3/21/16 16:44
1892,mid sized silicon valley startup,"sunnyvale, ca",CA,US,37.38,-122.01,software engineer,Software,,4,1,140000,10000,28000,,,3/21/16 16:44
1895,mathworks,"boston, ma",MA,US,42.35,-71.06,software engineer,Software,,3,3,90000,5000,10000,0,,3/21/16 16:46
1896,cisco,cambridge ma,MA,US,38,-97,software engineer ii,Software,2,0,1,85000,0,0,20000,,3/21/16 16:46
1897,paypal,san jose,,,,,member of technical staff,Other,,10,2,146000,15000,14600,"45,000",,3/21/16 16:46
1900,a security company,"atlanta, ga",GA,US,33.64,-84.39,devops engineer,Engineering,,10,3,78000,0,0,0,,3/21/16 16:47
1901,facebook,menlo park,,,,,engineering manager,Management,,4,4,230000,25000,50000,750000,,3/21/16 16:47
1902,a video game company,poland,,PL,52,20,front-end web developer,Web,,2,2,17000,,,,,3/21/16 16:47
1904,of california,davis,,,,,graduate student researcher,Other,,,,28359,0,0,0,,3/21/16 16:48
1905,a research institute,"frankfurt am main, germany",,DE,51,9,postdoc,Other,,8,4,50000,0,0,0,,3/21/16 16:48
1906,iheartradio,"new york, ny",NY,US,40.71,-73.99,software engineer,Software,,1.5,1,100000,0,17000,0,No annual raise process,3/21/16 16:49
1907,the climate,san francisco,,,,,software engineer 2,Software,2,2,2,120000,5000,0,20000,,3/21/16 16:50
1911,jamdeo canada,"oakville, on., canada",,CA,60,-95,android application developer,Software,,4,2,88000,0,8800,0,,3/21/16 16:51
1913,dev shop using ms stack,"limerick, ireland",,IE,53,-8,scrum master,Other,,5,1.5,67500,0,300,0,,3/21/16 16:52
1914,motum b2b,toronto,,,,,web developer,Web,,5,3,52000,0,4000,0,,3/21/16 16:52
1915,google,chicago,,,,,senior software engineer,Software,Senior,4,4,140000,0,30000,70000,,3/21/16 16:52
1917,ai startup,toronto,,,,,r&d engineer,Engineering,,3,1,110000,,,68000,,3/21/16 16:53
1919,b2b saas co.,"salt lake city, ut",UT,US,40.75,-111.9,software developer,Software,,4,3,78000,0,0,,,3/21/16 16:54
1922,anon,"los angeles, ca",CA,US,33.99,-118.39,associate applications engineer,Engineering,,1,0,110000,,,,,3/21/16 16:54
1925,xyz,"redmond, wa",WA,US,47.68,-122.12,ceo,Management,,15,,240000,0,0,0,,3/21/16 16:56
1926,jp morgan,new york,NY,US,38,-97,application developer,Software,,,,110000,10000,20000,6000,,3/21/16 16:56
1929,epic systems,"verona, wi",WI,US,42.98,-89.53,software developer,Software,,0,1,100000,,,,,3/21/16 16:57
1931,appdynamics,san francisco,,,,,senior software engineer,Software,Senior,10,1,175000,0,20000,100000,,3/21/16 16:58
1935,nyc startup,nyc,,,,,full stack + android dev,Web,,4,2,100000,,,,,3/21/16 17:00
1936,n/a,pittsburgh,,,,,robotics engineer,Engineering,,3,3,93000,0,6000,n/a,,3/21/16 17:00
1938,self-employeed,new york,NY,US,38,-97,principal consultant,Other,,15,8,290000,0,0,0,,3/21/16 17:01
1939,mlb advanced media,new york,NY,US,38,-97,front end developer,Web,,3,0,105000,0,5,,,3/21/16 17:01
1940,appdynamics,san francisco,,,,,software engineer 1,Software,1,1,1,110000,40000,,,,3/21/16 17:01
1941,startup in la serving fortune 500,"los angeles, ca",CA,US,33.99,-118.39,ux designer / front-end developer,Web,,5,1,90000,0,0,0,,3/21/16 17:01
1942,video game studio,seattle,,,,,senior software engineer,Software,Senior,9,6,120000,0,0,0,,3/21/16 17:02
1943,akamai,"cambridge, ma",MA,US,42.35,-71.06,software engineer,Software,,2,2,115000,30000,11500,25000,Signing bonus and annual stock are both RSUs,3/21/16 17:02
1945,spawar,sam diego,,,,,computer scientist,Software,,14,8,92000,5000,0,0,AKA Space and Naval Warfare Systems Center/SSC Pacific/Navy,3/21/16 17:02
1946,amazon,"irvine, ca",CA,US,33.74,-117.76,software engineer,Software,,8,4,160000,10000,,40000,,3/21/16 17:03
1949,startup,new york,NY,US,38,-97,software engineer,Software,,3,2,110000,0,0,,,3/21/16 17:05
1950,apple,cupertino ca,CA,US,38,-97,firmware engineer,Engineering,,,,105000,25000,30000,50000,Bonus based on overtime,3/21/16 17:06
1952,tripadvisor,"needham, massachusetts",MA,US,42.28,-71.24,software engineer,Software,,0,0,105000,10000,,~17000,,3/21/16 17:06
1954,emc,seattle,,,,,senior software development engineer,Software,Senior,5,4,100000,10000,10000,5000,,3/21/16 17:08
1955,amazon,seattle,,,,,sde 1,Software,1,0,0,95000,27000,20000,"25,000 3rd and 4th year",,3/21/16 17:08
1956,twitter,san francisco,,,,,sre 1,Other,1,3,0,125000,10000,,12500,,3/21/16 17:08
1958,health benefits startup,"boston, ma",MA,US,42.35,-71.06,software engineer,Software,,,,85000,,,,,3/21/16 17:09
1959,microsoft,redmond,,,,,software engineer,Software,,3,2,119320,25000,,2400,"+$19,642/yr in benefits, according to HR's estimate",3/21/16 17:10
1962,miller instruments,burnaby bc,BC,CA,60,-95,calibration technician,Other,,,,36000,,,,,3/21/16 17:11
1963,google,mountain view,,,,,software engineer,Software,,1,0,110000,15000,0,45000,Just graduating,3/21/16 17:12
1964,twitter,san francisco,,,,,sr software engineer,Software,Senior,9,3,175000,0,0,300000,,3/21/16 17:13
1966,six to start,londnon,,,,,software engineer,Software,,5,1,42000,0,0,0,,3/21/16 17:13
1967,apple,cupertino,,,,,architect,Other,,15,1,188000,35000,28000,42000,,3/21/16 17:14
1969,200 emp software company,san fransisco,,,,,software engineer,Software,,9,5,175000,,15000,50000 (non liquid),,3/21/16 17:15
1972,ibm,"columbus, oh",OH,US,39.98,-82.98,advisory software engineer,Software,,32,11,111000,0,1200,0,,3/21/16 17:16
1974,elastic,puerto rico,,PR,18.25,-66.5,software engineer,Software,,6,1,100000,5000,,9,,3/21/16 17:18
1976,yahoo,"sunnyvale, california",CA,US,37.38,-122.01,software systems development engineer,Software,,4,2,126000,12000,8000,12000,,3/21/16 17:19
1977,fireeye,remote,,,,,devops engineer,Engineering,,10,1.7,108000,0,10000,4000,,3/21/16 17:19
1982,e-commerce provider,"adelaide, au",,,,,development lead,Software,,14,8,98000,0,6000,0,,3/21/16 17:22
1983,ibm,"dallas, tx",TX,US,32.79,-96.76,ruby on rails developer,Software,,10,1,130000,0,5,,,3/21/16 17:23
1985,amazon,seattle,,,,,software development engineer ii,Software,2,3,3,100000,50000,0,40000,,3/21/16 17:24
1987,google,bay area,,,,,site reliability engineer,Engineering,,1,1,110000,15000,22000,46000,L3,3/21/16 17:25
1988,okta,"san francisco, ca",CA,US,37.77,-122.41,*operational role*,Other,,10,3,125000,0,0,5k shares,Pay significantly below researched market rate,3/21/16 17:25
1989,google,nyc,,,,,software engineer (swe iii),Software,,8,1,150000,40000,22500,130000,,3/21/16 17:26
1990,hudl,nebraska,NE,US,38,-97,software engineer,Software,,3,2,90000,0,4500,,,3/21/16 17:28
1991,dun & bradstreet,"austin, texas",TX,US,30.26,-97.74,customer support technician,Other,,5,5,47000,,,,,3/21/16 17:29
1993,mit bcs,"cambridge, ma",MA,US,42.35,-71.06,graduate student,Other,,14,5,30000,0,0,0,,3/21/16 17:30
1994,moneylion,kuala lumpur,,,,,software engineer,Software,,10,1,32524,0,0,0,,3/21/16 17:30
1995,small startup,atlanta,,,,,data scientist,Data,,1,1,90000,0,0,,,3/21/16 17:30
1996,stripe,san francisco,,,,,software engineer,Software,,2,2,160000,,,500000,,3/21/16 17:30
1998,leonteq securities ag,zÃ_rich,,,,,software engineer,Software,,8,1,130000,,,,,3/21/16 17:31
1999,higher learning technology,iowa,IA,US,38,-97,software engineer,Software,,15,2,130000,0,0,0,,3/21/16 17:32
2001,google,"mountain view, ca",CA,US,37.41,-122.05,swe,Software,,2,2,160000,0,24000,40000,,3/21/16 17:32
2002,twitter,seattle,,,,,software engineer,Software,,8,1.5,210000,0,0,"$400,000",,3/21/16 17:33
2004,startup medical devices,bay area,,,,,senior software engineer,Software,Senior,18,1,165000,0,0,0,,3/21/16 17:34
2005,jaguar land rover,"portland, or",OR,US,45.44,-122.52,software engineer,Software,,8,2,95000,,13000,,,3/21/16 17:34
2008,lyft,san francisco,,,,,tech lead,Software,,6,1,170000,0,0,100000,,3/21/16 17:35
2009,webcme,milwaukee,,,,,web developer,Web,,10,3,30000,0,0,0,,3/21/16 17:35
2010,micrsoft,redmond,,,,,principle software engineer,Software,,10,2,175000,100000,30000,75000,,3/21/16 17:36
2011,insurance company,il,,,,,software developer,Software,,3,0.5,62000,,6000,,,3/21/16 17:36
2015,government,dc,,,,,ee,Other,,2,1,102000,0,0,0,,3/21/16 17:37
2016,bob,orange county,,,,,manager,Management,,12,10,120000,0,0,0,,3/21/16 17:38
2017,b2b startup,nyc,,,,,software engineer,Software,,15,3,200000,0,50000,30000,,3/21/16 17:39
2018,ibm,guadalajara,,,,,application owner,Other,,5,1,40000,,,,,3/21/16 17:39
2020,facebook,"new york,  ny",NY,US,40.71,-73.99,executive assistant,Management,,10,5,40,,10000,"20,000",,3/21/16 17:39
2024,vanderbilt  medical center,nashville,,,,,systems software specialist,Software,,4,4,57000,0,0,0,,3/21/16 17:41
2026,microsoft,redmond,,,,,sr. architect,Other,Senior,30,3,180000,,,,,3/21/16 17:44
2027,too small to say,australia,,AU,-27,133,software engineer,Software,,6,0,99190,,,,,3/21/16 17:44
2029,expedia,vancouver,,,,,software developer,Software,,2,2,70000,,,,,3/21/16 17:44
2030,freelance,new york city,NY,US,38,-97,designer/developer,Software,,10,10,100000,0,50000,0,,3/21/16 17:45
2031,aol,baltimore,,,,,software engineer,Software,,2,1,73500,,7350,,,3/21/16 17:45
2033,amazon,dc area,,,,,system engineer,Engineering,,4,1,85000,14000,,,,3/21/16 17:46
2035,accenture,philippines,,PH,13,122,associate manager,Management,,4,2,34500,,,-,,3/21/16 17:47
2036,smartthings,minneapolis,,,,,senior software engineer,Software,Senior,11,1,140000,0,28000,0,,3/21/16 17:47
2039,carbonite,boston,,,,,software engineer,Software,,3,2,90000,8000,9000,20000,,3/21/16 17:48
2040,insight,phoenix az,AZ,US,38,-97,security engineer,Engineering,,10,8,99480,0,1,None,,3/21/16 17:48
2042,ui programmer,argentina,,AR,-34,-64,php developer,Software,,7,0.5,900,,,,,3/21/16 17:49
2043,enernoc,vancouver bc,BC,CA,60,-95,software engineer,Software,,1,1,61000,0,2000,0,,3/21/16 17:49
2044,etsy,brooklyn,,,,,software engineer,Software,,5,0.75,115000,0,0,4000,,3/21/16 17:49
2045,random company,viá»‡t nam,,,,,senior devops,Operations,Senior,5,3,28800,0,0,0,,3/21/16 17:50
2050,google,mountain view,,,,,software engineer,Software,,2,1,110000,7000,16500,46000,,3/21/16 17:52
2052,freelance,remote,,,,,web development consultant,Web,,7,2,30,0,0,0,,3/21/16 17:52
2056,cerner,kansas city,KS,US,38,-97,java contractor,Other,,13,1,170000,0,0,0,contract developer,3/21/16 17:54
2061,multinational in fmcg,"madrid, spain",,ES,40,-4,security manager,Management,,15,1,70000,7000,,,,3/21/16 17:56
2062,hpe,bangalore,,,,,tech lead,Software,,22,1,3700000,,,,,3/21/16 17:57
2063,anonymous,new york city,NY,US,38,-97,software engineer,Software,,4,1,120000,5000,,"15,000",,3/21/16 17:57
2064,microsoft,"redmond, wa",WA,US,47.68,-122.12,pm ii,Other,2,2,2,124000,0,10000,20000,,3/21/16 17:58
2065,p tech,los angeles,,,,,exec,Management,,11,1,275000,,20,na,,3/21/16 17:58
2066,choice hotels,"scottsdale, az",AZ,US,33.53,-111.89,software engineer 3,Software,3,10,3,110000,2000,0,4000,,3/21/16 17:59
2067,power utility,new zealand,,NZ,-41,174,systems engineer,Engineering,,6,6,100000,0,0,0,,3/21/16 18:00
2069,saas company,"st petersburg, fl",FL,US,27.75,-82.64,software developer,Software,,3,1,44000,0,0,1% stock,,3/21/16 18:00
2070,amazon,seattle,,,,,web development engineer,Web,,6,1,95000,15000,0,"10,000",,3/21/16 18:00
2071,sessionm,boston,,,,,software engineer,Software,,3,1,90000,,,4000 Shares,,3/21/16 18:00
2072,intuit,"mountain view, ca",CA,US,37.41,-122.05,software engineer,Software,,1,1,102,10,12000,15000,I'm technically hourly @ $49/hour + overtime,3/21/16 18:01
2075,public internet co,sf,,,,,software engineer,Software,,14,1,175000,20000,0,150000,,3/21/16 18:01
2076,microsoft,redmond,,,,,software engineer,Software,,1,0,106000,5000,,60000,,3/21/16 18:02
2077,chevron,"houston, tx",TX,US,29.76,-95.38,geoscientific software developer,Software,,11,4,140000,12000,15000,0,,3/21/16 18:02
2078,fast enterprises,colorado,CO,US,38,-97,implementation consultant,Other,,2,0,80000,6000,5000,0,,3/21/16 18:02
2079,apple,cupertino,,,,,senior software engineer,Software,Senior,9,1,160000,0,10000,50000,,3/21/16 18:03
2081,audience,bangalore,,,,,senior software engineer,Software,Senior,5,3,700000,0,0,0,,3/21/16 18:04
2082,small company,"atlanta, ga",GA,US,33.64,-84.39,software engineer,Software,,3,3,80000,3000,5000,,,3/21/16 18:04
2083,finra,"washington, dc",WA,US,38,-97,data scientist,Data,,5,0,130000,8000,10,,This was an offer I just turned down to stay a contractor (wife has awesome benefits),3/21/16 18:05
2084,psg tecnologia ltda,"campo grande, mato grosso do sul, brazil",,BR,-10,-55,analista de sistemas,Other,,3,3,36276,0,3023,0,Values in BRL,3/21/16 18:05
2085,deloitte,orlando,,,,,sse,Other,,15,1,95000,5000,0,0,Signing bonus weaveable,3/21/16 18:05
2086,fuze,cambridge ma,MA,US,38,-97,support level 2,Other,2,3,1,43000,0,0,,,3/21/16 18:06
2087,google,"mountain view, ca",CA,US,37.41,-122.05,senior software engineer,Software,Senior,11,11,190000,7000,30000,150000,,3/21/16 18:07
2091,safeguard properties,"cleveland, oh",OH,US,41.47,-81.67,linux engineer,Engineering,,10,1,87000,,,,,3/21/16 18:08
2096,tripadvisor,singapore,,SG,1.37,103.8,senior data scientist,Data,Senior,3,1,85000,0,15,33000,,3/21/16 18:10
2100,the new york times,nyc,,,,,senior software developer,Software,Senior,5,3,88000,,4000,None,No christmas party either,3/21/16 18:12
2101,fei systems,"columbia, md",MD,US,38.74,-76.85,developer,Software,,7,3,120000,0,3000,0,,3/21/16 18:12
2102,a networking startup,san jose,,,,,software engineer,Software,,3.5,2.5,116000,0,0,1000-3000,,3/21/16 18:12
2105,inmobi,bangalore,,,,,tech lead,Software,,8,4,3500000,0,500000,,,3/21/16 18:13
2108,mindera,"porto, portugal",,PT,39.5,-8,software engineer,Software,,4,1,23000,,7000,,,3/21/16 18:14
2109,amazon,seattle,,,,,software development engineer i,Software,1,0.75,0.75,95000,27000,20000,15000,,3/21/16 18:15
2110,businessolver,"des moines, ia",IA,US,41.57,-93.61,sr. developer,Software,Senior,20,2,115000,0,5000,0,No annual compensation adjustments,3/21/16 18:16
2116,national instruments,"austin, tx",TX,US,30.26,-97.74,software engineer,Software,,3,3,70000,0,0,0,,3/21/16 18:18
2122,queensland government,"brisbane, australia",,AU,-27,133,senior technical consultant,Other,Senior,9,5,84500,,,,,3/21/16 18:20
2123,indiegogo,"san francisco, ca",CA,US,37.77,-122.41,software engineer,Software,,2,2,120000,5000,,,,3/21/16 18:21
2124,telecommunications software supplier,remote usa,,,,,"senior manager, delivery",Management,Senior,15,10,145000,0,20,0,,3/21/16 18:21
2125,pra health science,"lenexa, ks",KS,US,38.88,-94.81,mgr of it 1,Other,1,5,1,115000,0,11500,0,,3/21/16 18:21
2126,bank,philadelphia,,,,,software engineer,Software,,5,0.5,85000,0,3000,0,,3/21/16 18:22
2134,symantec,mountain view,,,,,sr devops,Operations,Senior,18,5,162000,,13000,4900,,3/21/16 18:26
2135,mozilla,"toronto, canada",,CA,60,-95,staff software engineer,Software,,10,5,125000,10000,55000,,currency in CAD,3/21/16 18:26
2136,asdfasdf,beijing,,,,,checkitman,Other,,5,4,10000,,,,checkit,3/21/16 18:26
2138,nyt,nyc,,,,,software engineer,Software,,1,1,100250,0,5000,0,,3/21/16 18:27
