CAND_ID|CAND_NAME|CAND_ICI|PTY_CD|PTY_AFFILIATION|TTL_RECEIPTS|TRANS_FROM_AUTH|TTL_DISB|TRANS_TO_AUTH|COH_BOP|COH_COP|CAND_CONTRIB|CAND_LOANS|OTHER_LOANS|CAND_LOAN_REPAY|OTHER_LOAN_REPAY|DEBTS_OWED_BY|TTL_INDIV_CONTRIB|CAND_OFFICE_ST|CAND_OFFICE_DISTRICT|SPEC_ELECTION|PRIM_ELECTION|RUN_ELECTION|GEN_ELECTION|GEN_ELECTION_PERCENT|OTHER_POL_CMTE_CONTRIB|POL_PTY_CONTRIB|CVG_END_DT|INDIV_REFUNDS|CMTE_REFUNDS
H4NE01064|FORTENBERRY, JEFFREY L. HONORABLE|I|2|REP|802661.38|0|375031.73|0|1159346.64|1586976.29|0|0|0|0|0|0|460812.4|NE|01||||||335500|0|12/31/2016|0|500
H4NE02054|ASHFORD, BRAD|I|1|DEM|2512188.38|0|2526950.05|0|15489.79|728.12|0|0|0|0|0|4090.9|1229955.55|NE|02||||||1269094.27|8329.64|12/31/2016|4734.48|0
H4NE02096|FREI, DANIEL EDWARD|C|2|REP|0|0|0|0|.49|.49|0|0|0|0|0|0|0|NE|02||||||0|0|06/30/2015|0|0
H4NE02120|MAXWELL, CHIP|C|2|REP|111770.97|0|113914.87|0|0|0|0|10000|0|0|0|0|100770.97|NE|02||||||1000|0|12/31/2016|0|0
H6NE02125|BACON, DONALD|C|2|REP|1607044.1|0|1579008.03|0|0|30736.02|12335.85|0|0|0|0|35000|1027119.25|NE|02||||||547450|19250|12/31/2016|25|2800
H8NE02139|TERRY, LEE|C|2|REP|15751.2|0|50598.2|0|42507.73|7660.73|0|0|0|0|0|0|0|NE|02||||||0|0|12/31/2016|0|0
H2NE03023|SULLIVAN, MARK|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|NE|03||||||0|0|01/31/2015|0|0
H4NE03060|BREWER, TOM|C|2|REP|0|0|0|0|-6909.57|-6909.57|0|0|0|0|0|55545.48|0|NE|03||||||0|0|04/15/2015|0|0
H6NE03115|SMITH, ADRIAN|I|2|REP|1165784.51|0|773856.83|0|784439.23|1176366.91|0|0|0|0|0|0|234618.5|NE|03||||||921457.99|0|12/31/2016|250|2500
H6NE03156|HEINEMAN, LISA ANN MRS.|C|3|IND|0|0|0|0|0|0|0|0|0|0|0|0|0|NE|03||||||0|0|03/10/2016|0|0
H6NH01230|SHEA-PORTER, CAROL|C|1|DEM|1537929.58|0|1554745.36|0|20631.63|3815.85|0|0|0|0|0|0|1024242.71|NH|01||||||491847.13|10000|12/31/2016|12627.5|1150
H0NH01217|GUINTA, FRANK|I|2|REP|1540561.73|30379.84|1545515.37|0|18774.31|13820.67|0|0|0|0|0|21787.89|643906.09|NH|01||||||784126.16|500|12/31/2016|12250|13750
H0NH01225|ASHOOH, RICHARD E|C|2|REP|318115.22|0|318973.17|0|1301.86|443.88|0|0|0|0|0|64142.61|309575.22|NH|01||||||7500|0|12/31/2016|48900|0
H2NH01122|MAHONEY, SEAN|C|2|REP|0|0|0|0|92.13|92.13|0|0|0|0|0|1212597.99|0|NH|01||||||0|0|12/31/2016|0|0
H4NH01219|INNIS, DANIEL E|C|2|REP|219852.32|0|221150.11|0|1297.79|0|2359.71|1500|0|0|0|0|211801.64|NH|01||||||2500|0|09/30/2016|60445|0
H6NH01289|GRADERT, JAMIESON HALE|C|2|REP|190|0|179.82|0|0|10.18|190|0|0|0|0|0|0|NH|01||||||0|0|09/30/2015|0|0
H6NH01297|TUCKER, PAMELA Z|C|2|REP|100710.55|0|100120.26|0|0|590.29|2000|25000|0|0|0|25000|73710.55|NH|01||||||0|0|09/30/2016|73205|0
H6NH01271|O'CONNOR, SHAWN PATRICK PATRICK|C|3|IND|2031306.36|0|2022443.42|0|0|8862.94|0|1753450|0|500000|0|635000|256361.42|NH|01||||||3500|0|12/31/2016|7350|3500
H0NH02181|KUSTER, ANN MCLANE|I|1|DEM|3221019.51|10928.79|2182810.77|2500|30194.38|1068428.12|0|0|0|0|0|0|1982252.21|NH|02||||||1189616.55|5001.6|12/31/2016|21172.9|7500
H0NH02215|SWETT, KATRINA|C|1|DEM|32.48|0|53307.23|0|135236.16|81961.41|0|0|0|0|0|0|0|NH|02||||||0|0|12/31/2016|0|0
H0NH02017|BASS, CHARLES F.|C|2|REP|0|0|19339.28|0|24062.5|4723.22|0|0|0|0|0|0|0|NH|02||||||0|0|12/31/2016|0|0
H4NH02233|LAMBERT, GARY|C|2|REP|5|0|0|0|8.09|13.09|0|0|0|0|0|128570.66|0|NH|02||||||0|0|12/31/2016|0|0
H4NH02241|GARCIA, MARILINDA|C|2|REP|2671.77|87.48|5483.68|0|2905.93|94.02|0|0|0|0|0|0|1000|NH|02||||||0|0|09/30/2015|0|0
H6NH02162|FLANAGAN, JACK|C|2|REP|60575.5|0|60575.5|0|0|0|0|20000|0|0|0|20000|40575.5|NH|02||||||0|0|12/31/2016|2700|0
H6NH02188|MANNINO, LEN|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|NH|02||||||0|0|04/14/2016|0|0
H6NH02238|LAWRENCE, JIM|C|2|REP|105442.61|0|104872.73|0|0|569.88|0|16000|0|0|0|16000|81942.61|NH|02||||||1500|1000|12/31/2016|0|0
H8NH02192|HORN, JENNIFER|O|2|REP|0|0|0|0|19204.79|19204.79|0|0|0|0|0|229832.72|0|NH|02||||||0|0|12/31/2016|0|0
H0NJ01066|ANDREWS, ROBERT E. MR.|C|1|DEM|1336.59|0|42041.88|0|303681.75|262976.46|0|0|0|0|0|0|0|NJ|01||||||0|0|12/31/2016|0|0
H4NJ01084|NORCROSS, DONALD W|I|1|DEM|2431549.03|0|2358006.4|0|25920.04|99462.67|0|249661.83|0|383723.77|0|15161.83|1299124.02|NJ|01||||||879714.81|0|12/31/2016|10|0
H6NJ01188|LAW, ALEXANDER|C|1|DEM|81517.98|0|82783.98|0|1496.96|230.96|0|6600|0|1464.43|0|5135.57|73917.98|NJ|01||||||1000|0|12/31/2016|0|0
H6NJ01204|PATTERSON, ROBERT W.|C|2|REP|213282.85|0|209797.03|0|0|3485.82|200|16700|0|1250|0|15450|192336.93|NJ|01||||||3000|0|12/31/2016|3700|0
H4NJ01142|TOMASZEWSKI, SCOT JOHN|C|3|IND|9984|0|36034|0|0|0|0|9984|0|0|0|31042|0|NJ|01||||||0|0|11/28/2016|0|0
H4NJ02140|HUGHES, WILLIAM J JR|C|1|DEM|1000|0|15131.87|0|14131.87|0|0|0|0|0|0|0|1000|NJ|02||||||0|0|12/31/2015|0|0
H4NJ02157|COLE, DAVID HAGERTY|C|1|DEM|127884.19|0|127591.76|0|0|86.54|9257.66|32243.6|0|0|0|39538.53|85882.93|NJ|02||||||500|0|12/31/2016|206|0
H2NJ02037|LOBIONDO, FRANK A.|I|2|REP|1598321.69|0|1640946.72|0|393160.22|350535.19|0|0|0|0|0|0|433539.39|NJ|02||||||1147307.12|750|12/31/2016|8150|4750
H2NJ02128|ASSAD, MIKE|C|2|REP|599|0|599|0|0|0|599|0|0|0|0|0|0|NJ|02||||||0|0|06/30/2015|0|0
H6NJ02194|KEENAN, JAMES JR|C|3|NPA|502.48|0|502.48|0|0|0|202.48|300|0|300|0|0|0|NJ|02||||||0|0|11/15/2016|0|0
H0NJ04086|KLEINHENDLER, HOWARD|O|1|DEM|0|0|384|0|843.61|459.61|0|0|0|0|0|70010|0|NJ|03||||||0|0|12/31/2016|0|0
H2NJ03183|ADLER, SHELLEY|C|1|DEM|0|0|8056.18|0|8056.18|0|0|0|0|0|0|0|0|NJ|03||||||0|0|03/31/2016|0|0
H4NJ03106|BELGARD, AIMEE|O|1|DEM|.02|0|11315.27|0|11315.25|0|0|0|0|0|0|0|0|NJ|03||||||0|0|12/16/2015|50|0
H4NJ03148|FANOUS, JACK|O|1|DEM|50|0|3301.03|0|3251.03|0|50|0|0|0|0|0|0|NJ|03||||||0|0|06/30/2016|0|0
H4NJ03163|LAVERGNE, FREDERICK JOHN|C|1|DEM|600|0|0|0|0|600|0|0|0|0|0|0|600|NJ|03||||||0|0|03/31/2016|0|0
H0NJ03153|RUNYAN, JON|C|2|REP|7.92|0|4075.58|0|4067.66|0|0|0|0|0|0|0|0|NJ|03||||||0|0|09/11/2015|0|0
H4NJ03130|MACARTHUR, THOMAS|I|2|REP|1921317.84|1250|1918372.99|0|4385.97|7330.82|0|200000|0|0|0|787985.57|814034.98|NJ|03||||||882444.25|0|12/31/2016|5075|1600
H4NJ13022|SAXTON, H. J||2|REP|-2017.37|0|33400|0|66504.02|31086.65|0|0|0|0|0|0|0|NJ|03||||||0|0|12/31/2016|0|0
H8NJ09088|LONEGAN, STEVEN|O|2|REP|62190.14|0|63618.13|0|1427.99|0|0|0|0|0|0|342452.23|62190.14|NJ|03||||||0|0|12/31/2016|0|0
H4NJ04120|SCOLAVINO, RUBEN M|C|1|DEM|0|0|0|0|3578|1770.19|0|0|0|0|0|1000.45|0|NJ|04||||||0|0|12/31/2016|0|0
H6NJ04158|PHILLIPSON, LORNA|C|1|DEM|160233.65|0|160214.3|0|0|19.35|0|9729.49|0|1600|0|8129.49|150504.16|NJ|04||||||0|0|12/31/2016|0|0
H8NJ04014|SMITH, CHRISTOPHER H|I|2|REP|728767.64|0|665374.49|0|208995.79|272388.94|0|0|0|0|0|0|460609.51|NJ|04||||||266223.78|510|12/31/2016|2975|500
H4NJ05135|CHO, ROY|C|1|DEM|7746.57|0|9340.85|0|2018.81|424.53|0|0|0|0|0|43164.85|7182|NJ|05||||||250|0|12/31/2016|0|0
H6NJ05171|GOTTHEIMER, JOSH|C|1|DEM|4799702.17|0|4720617.11|0|0|79085.06|361.14|0|0|0|0|91028.4|4121121.09|NJ|05||||||654733.97|9995.93|12/31/2016|14950|2000
H2NJ05238|YOSRI, AKRAM|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|NJ|05||||||0|0|09/30/2016|0|0
H2NJ05261|CINO, MICHAEL J.|C|2|REP|13797|0|13543|0|20|56|0|11881|0|0|0|17569|1916|NJ|05||||||0|0|12/31/2016|0|0
H8NJ05052|GARRETT, SCOTT REP.|I|2|REP|2469908.66|392.93|4361463.81|0|1981421.9|89866.75|0|0|0|0|0|0|1682840.91|NJ|05||||||746457.51|1800|12/31/2016|26130|4800
H2NJ07168|CHOI, JUN|C|1|DEM|1000|0|53777.36|0|52777.36|0|0|0|0|0|0|0|1000|NJ|06||||||0|0|03/31/2016|0|0
H8NJ03073|PALLONE, FRANK JR|I|1|DEM|2415229.49|5525.84|1879868.25|0|504059.6|1039220.84|0|0|0|0|0|0|808500.15|NJ|06||||||1599233.23|1000|12/31/2016|1050|4113.1
H0NJ06164|LITTLE, ANNA C|C|2|REP|0|0|0|0|40798.25|40798.25|0|0|0|0|0|48456.5|0|NJ|06||||||0|0|12/31/2016|0|0
H4NJ06109|WILKINSON, ANTHONY E|C|2|REP|5325.42|0|6419.89|0|1094.47|0|0|5100|0|1375.34|0|0|136|NJ|06||||||0|0|03/31/2015|0|0
H6NJ06229|SONNEK-SCHMELZ, BRENT J|C|2|REP|75784.4|0|75669.78|0|0|114.62|29|1300|0|0|0|3715.4|70015.4|NJ|06||||||4440|0|12/31/2016|9.95|0
H2NJ07143|CARDEN, TIMOTHY||1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|NJ|07||||||0|0|12/31/2016|0|0
H4NJ07099|KOVACH, JANICE|C|1|DEM|0|0|1039.87|0|4587.05|3547.18|0|0|0|0|0|26691.89|0|NJ|07||||||0|0|12/31/2016|0|0
H6NJ07151|JACOB, PETER MR.|C|1|DEM|320853.43|0|305973.52|0|0|14879.91|0|185|0|0|0|195.87|313255.87|NJ|07||||||6912.56|500|12/31/2016|87.97|0
H6NJ07144|COOK, YORK|C|2|REP|6415|0|6415|0|0|0|0|0|0|0|0|0|6415|NJ|07||||||0|0|05/04/2016|4786.25|0
H6NJ07169|LARSEN, DAVID MR.|C|2|REP|277626.96|0|191257.16|0|0|83669.8|0|239691.2|0|0|0|239691.2|37935.76|NJ|07||||||0|0|09/30/2016|3896.4|0
H6NJ07177|HEARD, CRAIG P.|C|2|REP|30739.9|0|29586.34|0|0|1153.56|0|8000|0|0|0|205276.39|22739.9|NJ|07||||||0|0|12/31/2016|0|0
H6NJ12136|LANCE, LEONARD|I|2|REP|1120242.4|3531.86|1278475.07|0|318474.65|160241.98|0|0|0|0|0|102434.86|424562.61|NJ|07||||||691202.93|0|12/31/2016|1200|0
H8NJ07132|HSING, MICHAEL PAUL|O|3|IND|0|0|1490|0|4266.38|2776.38|0|0|0|0|0|0|0|NJ|07||||||0|0|12/31/2016|0|0
H6NJ08159|DELGADO, ELOY JAVIER MR.|C|1|DEM|14645.49|0|11047.49|0|0|3724.59|0|6260|0|0|0|0|8385.49|NJ|08||||||0|0|05/26/2016|0|0
H6NJ13191|SIRES, ALBIO|I|1|DEM|635397.21|0|582646.82|100000|237536.69|290287.08|0|0|0|0|0|0|252378.22|NJ|08||||||382421.3|0|12/31/2016|0|2000
H4NJ09095|WILDES, MICHAEL|C|1|DEM|43733.85|0|2655|0|714909.36|755988.21|0|0|0|0|0|0|16700|NJ|09||||||0|0|12/31/2016|0|0
H6NJ08118|PASCRELL, WILLIAM J. HON.|I|1|DEM|1743985.39|0|1370693.18|0|961742.88|1335035.09|0|0|0|0|60000|20000|787431.69|NJ|09||||||952078.2|0|12/31/2016|3000|2000
H4NJ09111|PAUL, DIERDRE |C|2|REP|0|0|2443.09|0|2443|0|0|0|0|0|0|0|0|NJ|09||||||0|0|03/31/2016|0|0
H6NJ09231|CASTILLO, HECTOR DR.|C|2|REP|99778.6|0|99778.6|0|0|0|78096.59|0|0|0|0|0|21654.01|NJ|09||||||0|0|12/31/2016|0|0
H4NJ09129|MONTILLA, NESTOR|C|3|OTH|0|0|371.15|0|0|-371.15|0|0|0|0|0|0|0|NJ|09||||||0|0|01/31/2015|0|0
H0NJ10026|PAYNE, DONAL M.|C|1|DEM|2000|0|167088.8|0|266811.45|102722.65|0|0|0|0|0|0|0|NJ|10||||||2000|0|12/31/2016|0|0
H2NJ10139|RICE, RONALD C|O|1|DEM|0|0|55|0|1577.16|1522.16|0|0|0|0|0|0|0|NJ|10||||||0|0|12/31/2016|0|0
H2NJ10154|PAYNE, DONALD M., JR.|I|1|DEM|538946.11|0|494593.99|0|30620.59|74972.71|0|0|0|0|0|0|140202.29|NJ|10||||||399729.84|0|12/31/2016|0|5425
H6NJ11120|MCFARLANE, RICHARD|C|1|DEM|741.03|0|741.03|0|0|0|0|200|0|200|0|0|541.03|NJ|11||||||0|0|06/30/2016|0|0
H2NJ05014|FRELINGHUYSEN, RODNEY P.|I|2|REP|1994556.82|50777.42|1672002.44|0|147761.58|470315.96|0|0|0|0|0|441079|1010830.65|NJ|11||||||924020.34|6045|12/31/2016|800|0
H4NJ11109|VAN GLAHN, RICHARD EDWARD|C|2|REP|44280|0|44229|0|0|0|1675|13000|0|13000|0|0|31230|NJ|11||||||0|0|09/30/2016|0|0
H4NJ12131|GREENSTEIN, LINDA|O|1|DEM|8530|0|8400|0|396.94|526.94|0|0|0|0|0|16270.56|7500|NJ|12||||||1000|0|12/31/2016|0|0
H4NJ12149|COLEMAN, BONNIE WATSON|I|1|DEM|1102180.85|0|1030812.46|0|7644.46|79012.85|0|0|0|0|0|7550|561995.35|NJ|12||||||539425|0|12/31/2016|4494.77|1250
H6NJ12144|HOLT, RUSH D.|C|1|DEM|5037.87|0|87492.63|0|82605.93|151.17|0|0|0|0|0|0|0|NJ|12||||||0|0|03/31/2016|0|0
H4NJ12081|SPADEA, BILL|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|231236.67|0|NJ|12||||||0|0|12/31/2016|0|0
H8NM01224|HEINRICH, MARTIN|C|1|DEM|1635195|54000|504434|0|410701|1541461|0|0|0|0|0|0|1024553|NM|01||||||554675|0|12/31/2016|2469|0
H8NM01257|LUJAN GRISHAM, MICHELLE|I|1|DEM|1885721.53|0|2038669.08|0|183452.74|30505.19|0|0|0|0|0|0|1004681.73|NM|01||||||814675|22.22|12/31/2016|42428.23|0
H8NM01299|PIDCOCK, ROBERT L|O|1|DEM|10.89|0|3577|0|3867.69|301.58|0|0|0|0|0|119579.8|0|NM|01||||||0|0|12/31/2016|0|0
H4NM01116|FRESE, MICHAEL HARRY|C|2|REP|100.2|0|12683.9|0|12583.7|0|0|0|0|12703.07|0|83496.93|100|NM|01||||||0|0|08/03/2015|0|0
H2NM02100|SMITH, JOHN ARTHUR|C|1|DEM|5000|0|0|0|39892.15|44892.15|0|0|0|0|0|91018.17|1000|NM|02||||||4000|0|12/31/2016|0|0
H4NM02064|ENDEAN-SINGH, LESLIE|C|1|DEM|0|0|28541.11|0|28541.11|0|0|0|0|28541.11|0|0|0|NM|02||||||0|0|03/31/2016|0|0
H6NM02101|SOULES, MERRIE LEE MS.|C|1|DEM|405438.89|0|409639.54|0|0|-4200.65|0|0|193000|0|0|193000|192938.89|NM|02||||||19500|0|12/31/2016|375|0
H2NM02126|PEARCE, STEVAN E.|I|2|REP|1860536.25|0|975999.4|0|387752.44|1272289.29|0|0|0|0|0|0|1365180.65|NM|02||||||487212.1|0|12/31/2016|13000|0
H8NM03196|LUJAN, BEN R MR.|I|1|DEM|2108972.55|0|1876470.93|560000|536686.15|769187.77|0|0|0|0|0|0|685358.67|NM|03||||||1422504.89|0|12/31/2016|150|1000
H0NM03045|MULLINS, THOMAS E|C|2|REP|0|0|2160|0|4670.76|2510.76|0|0|0|0|0|0|0|NM|03||||||0|0|12/31/2016|0|0
H2NM03157|BYRD, JEFFERSON LEE|C|2|REP|50|0|944.53|565.84|894.53|0|0|0|0|0|0|0|50|NM|03||||||0|0|12/06/2016|0|0
H6NM03067|ROMERO, MICHAEL H|C|2|REP|98903.73|0|98904.39|0|0|-.76|0|33000|0|2338|0|30661.85|61317.75|NM|03||||||0|4585.98|12/08/2016|0|0
H6NM03075|LUCERO, MICHAEL GLENN|C|2|REP|9614|0|5853.49|0|0|3760.51|0|0|0|0|0|0|9614|NM|03||||||0|0|05/18/2016|0|0
H8NV03036|TITUS, DINA|I|1|DEM|952070.38|0|831769.5|75000|128448.5|248749.38|0|0|0|0|0|5000|439281.93|NV|01||||||511824.42|0|12/31/2016|5250|0
H2NV01207|EDWARDS, CHRISTOPHER|O|2|REP|0|0|0|0|875.23|875.23|0|0|0|0|0|58000|0|NV|01||||||0|0|09/30/2016|0|0
H4NV01146|PADILLA, JOSE|C|2|REP|5000|0|5844.62|0|844.62|0|5000|0|0|0|0|0|0|NV|01||||||0|0|06/30/2015|0|0
H6NV01208|PERRY, MARY D|C|2|REP|31504.87|0|30999.3|0|0|505.57|0|23184.18|0|1800|0|21384.18|6920.69|NV|01||||||1400|0|12/31/2016|0|0
H6NV01224|HORNE, FREDDY A|C|2|REP|73862.55|0|73862.55|0|0|0|0|33396.27|0|0|0|33396.27|40466.28|NV|01||||||0|0|10/16/2016|0|0
H6NV01232|D'SILVA, REUBEN|C|3|NON|26094.17|0|24780.89|0|0|656.2|5868|0|0|0|0|0|20226.17|NV|01||||||0|0|12/31/2016|0|0
H4NV02136|ALM, VANCE STEVEN|C|1|DEM|10791.45|0|10773.84|0|0|17.61|1113.59|0|0|0|0|0|9677.86|NV|02||||||0|0|07/07/2016|0|0
H6NV02248|EVANS, HUGH D MR JR|C|1|DEM|209819.06|0|212492.63|0|0|2868.85|0|0|3497.77|0|1000|5150|145974.29|NV|02||||||60347|0|12/31/2016|25|500
H6NV02255|SHEPHERD, RICK|C|1|DEM|8754.29|0|6810.12|0|1298.65|2551.81|4457.2|0|0|0|0|0|4294.09|NV|02||||||0|0|12/31/2016|0|0
H2NV02395|AMODEI, MARK EUGENE|I|2|REP|870349.56|0|920531.45|91100|195378.4|145196.51|0|0|0|0|0|9000|463982.94|NV|02||||||398534.08|0|12/31/2016|8357.94|2651.43
H4NV03084|KOHN, ERIN BILBRAY|C|1|DEM|849|0|5230.55|0|4919.45|537.9|0|0|0|0|0|0|0|NV|03||||||0|0|03/31/2016|0|0
H6NV03089|SBAIH, JESSE|O|1|DEM|772671.68|0|772671.68|0|0|0|45953.11|500000|0|500000|0|0|220878.77|NV|03||||||0|0|07/31/2016|28650|0
H6NV03139|ROSEN, JACKY|O|1|DEM|1730753.77|0|1715492.88|0|0|15260.89|0|35000|0|20000|0|43321|1158375.65|NV|03||||||522378.97|14999.15|12/31/2016|18726.58|0
H6NV03147|SINGER, ALEX CHANNING|O|1|DEM|4864.97|0|3559.88|0|0|878.24|0|0|0|0|0|0|4864.97|NV|03||||||0|0|12/31/2016|0|0
H0NV03058|HECK, JOE|I|2|REP|913833.7|0|1650202.41|1395494.43|736368.71|0|0|0|0|0|0|0|486586.33|NV|03||||||417402.1|0|09/30/2015|600|1000
H2NV04045|TARKANIAN, DANNY|O|2|REP|2081375.71|3915|2074061.09|0|0|7314.62|30555.59|145134.2|0|118463|0|55923.97|1479435.53|NV|03||||||412298|10000|12/31/2016|36075|0
H4NV01153|TEIJEIRO, ANNETTE|O|2|REP|150819.76|0|146854.68|75|-6393.23|-2438.92|31.11|103812.09|0|100000|0|11836.24|41851.56|NV|03||||||5075|0|12/31/2016|0|0
H6NV03063|ROBERSON, MICHAEL|O|2|REP|977617.22|0|977617.22|0|0|0|0|0|0|0|0|0|778453|NV|03||||||197700|0|12/31/2016|121067.74|26000
H6NV03071|MATTHEWS, ANDREW|O|2|REP|255488.7|0|255512.28|0|0|-23.58|132|0|0|0|0|2207.51|234719.62|NV|03||||||0|0|12/01/2016|800|0
H6NV03105|FIORE, MICHELE|O|2|REP|520944.4|0|517827.41|0|0|3116.99|0|0|0|0|0|0|510944.4|NV|03||||||10000|0|12/31/2016|10800|5000
H6NV03121|BOWERS, KERRY DALE|O|2|REP|23463.21|0|23449.21|0|0|-455.86|23463.21|0|0|0|0|0|0|NV|03||||||0|0|06/30/2016|0|0
H2NV00050|KIHUEN, RUBEN|C|1|DEM|2248239.36|16803.7|2238399.73|0|6654.37|16494|515.23|0|0|0|0|56451.76|1592392.68|NV|04||||||613767.41|11064.14|12/31/2016|25020.68|1000
H2NV04011|HORSFORD, STEVEN ALEXZANDER|C|1|DEM|4501.79|0|15612.02|0|14527.22|3416.99|0|0|0|0|0|16250|1100|NV|04||||||3000|0|06/30/2015|0|500
H6NV04012|FLORES, LUCY|C|1|DEM|1124150.45|0|1124150.45|0|0|0|0|0|0|0|0|0|1075709.86|NV|04||||||47360.75|0|12/29/2016|24103.75|0
H6NV04020|LEE, SUSIE|C|1|DEM|1651680.38|0|1651680.38|0|0|0|23330.7|655000|0|3525.27|0|0|949552.88|NV|04||||||21750|0|09/30/2016|153834.42|0
H6NV04038|OCEGUERA, JOHN|C|1|DEM|335137.59|0|335137.59|0|0|0|0|100005|0|100005|0|0|226872.59|NV|04||||||8060|0|03/31/2016|48040|0
H6NV04046|ROLLE, DANIEL|C|1|DEM|8131.68|0|7873.21|0|0|-1375.81|1074.97|1865|0|0|0|2469.02|4961.36|NV|04||||||0|0|09/30/2016|0|0
H6NV04053|SCHAEFER, J MICHAEL|C|1|DEM|41501|0|41501|0|41501|0|0|41501|0|41501|0|0|0|NV|04||||||0|0|06/30/2016|0|0
H2NV04037|CEGAVSKE, BARBARA|O|2|REP|0|0|0|0|10870.67|10870.67|0|0|0|0|0|43052.43|0|NV|04||||||0|0|12/31/2016|0|0
H4NV04017|HARDY, CRESENT|I|2|REP|1892629.38|125336.09|1931341.23|0|62864.02|24152.17|0|0|0|35000|0|0|871829.19|NV|04||||||890945|250|12/31/2016|11850|4000
H4NV04025|INNIS, NIGER|C|2|REP|4997.56|0|5047.55|0|49.99|0|4967.56|0|0|0|0|0|30|NV|04||||||0|0|06/30/2016|-8000|1500
H2NY01067|BISHOP, TIMOTHY|C|1|DEM|19726.14|0|65524.09|0|53638.57|8840.62|0|0|0|0|0|0|0|NY|01||||||0|0|12/31/2016|6441.46|0
H6NY01126|THRONE-HOLST, ANNA|C|1|DEM|3897881.86|11643.27|3869132.82|0|0|28749.04|0|0|0|0|0|0|3464873.76|NY|01||||||419672.96|0|12/31/2016|25422.56|0
H0NY01137|DEMOS, GEORGE|C|2|REP|0|0|0|0|9.17|9.17|0|0|0|0|0|0|0|NY|01||||||0|0|12/31/2016|0|0
H8NY01148|ZELDIN, LEE M|I|2|REP|4412494.79|261821.51|4086326.31|7831.19|46808.46|373087.74|0|0|0|0|0|9133.53|2822475.86|NY|01||||||1302267.28|8150|12/31/2016|5100|2000
H6NY01118|CALONE, DAVID L|C|3|OTH|1707348.88|0|1524304.78|14|0|183044.1|15199.28|250000|0|0|0|250000|1323557.8|NY|01||||||87400|0|12/31/2016|31116.45|0
H6NY02124|GREGORY, DUWAYNE|C|1|DEM|376956.35|0|373519.18|0|0|3437.17|0|0|0|0|0|0|289533.25|NY|02||||||86825|97.22|12/31/2016|298.34|0
H8NY04050|MAHER, PATRICIA M|C|1|DEM|50|0|50|0|-1893.61|0|0|0|0|0|0|0|50|NY|02||||||0|0|06/30/2016|0|0
H2NY03089|KING, PETER T. HON.|I|2|REP|1066997.59|0|1310730.13|0|2911844.81|2668111.58|0|0|0|0|0|0|560842|NY|02||||||488600|0|12/31/2016|3000|0
H0NY02085|ISRAEL, STEVE J.|I|1|DEM|1433658.49|0|1993467.86|3650.69|667539.08|107729.71|0|0|0|0|0|0|897042.99|NY|03||||||529610.47|0|12/31/2016|294560.87|55250
H6NY03205|KAPLAN, ANNA|O|1|DEM|826085.88|0|826085.88|0|0|0|12250|354000|0|488.55|0|0|450993|NY|03||||||8500|0|09/30/2016|75850|0
H6NY03221|STERN, STEVEN|O|1|DEM|836633.81|0|836633.81|0|0|0|54000|189840|0|6605.4|0|0|576896.99|NY|03||||||15000|0|08/31/2016|119350|1000
H6NY03247|SUOZZI, THOMAS|O|1|DEM|2410013.78|26204.5|2347147.78|0|0|62866|0|0|0|0|0|30379.2|2023394.06|NY|03||||||353880.49|1000|12/31/2016|10800|500
H6NY03254|KAIMAN, JON|O|1|DEM|447728.45|0|441840.12|0|0|5888.33|0|0|0|0|0|81797.14|439728.45|NY|03||||||8000|0|12/31/2016|0|0
H0NY02176|LABATE, STEPHEN A|C|2|REP|0|0|3349.69|0|3542.73|193.04|0|0|0|3000|0|27900|0|NY|03||||||0|0|12/31/2016|0|0
H4NY03077|LALLY, GRANT M|C|2|REP|100|0|776.33|0|305.61|-13.72|0|0|0|0|0|21497.83|100|NY|03||||||0|0|12/31/2016|0|0
H6NY03189|LUPINACCI, CHAD ANTHONY|O|2|REP|27720|0|27720|0|0|0|0|25400|0|24262.7|0|0|2320|NY|03||||||0|0|06/30/2016|1000|0
H6NY03197|MARTINS, JACK|O|2|REP|1179479.64|10075|1148691.2|1046.94|0|30788.44|0|0|0|0|0|0|894045.05|NY|03||||||270600|0|12/31/2016|1850|5000
H6NY03262|PIDOT, PHILIP MARTIN|O|2|REP|152210.22|0|152210.22|0|0|0|4428.03|20000|0|0|0|0|127780|NY|03||||||0|0|09/30/2016|8100|0
H4NY04075|RICE, KATHLEEN|I|1|DEM|2119648.91|104688.38|1662475.22|0|28954.67|486128.36|0|0|0|0|0|0|1390449.16|NY|04||||||598540.31|36.94|12/31/2016|7731.89|5000
H6NY04112|MCCARTHY, CAROLYN|C|1|DEM|1650.58|0|138748.52|0|137097.94|0|0|0|0|0|0|0|0|NY|04||||||0|0|05/15/2015|0|0
H0NY04057|SCATURRO, FRANK MR.|O|2|REP|24576.52|0|26714.27|0|3248.39|1110.64|0|4350|0|7910|0|267040|19689|NY|04||||||0|0|12/31/2016|8934|0
